Date,Province,Industry,Work Type,Gender,Age Group,Avg Hourly Wage,Median Hourly Wage,Avg Weekly Wage,Median Weekly Wage
2024-01,Ontario,Education,Full-time,Non-binary,55-64,38.68,39.44,1250.02,1446.78
2024-01,Ontario,Education,Full-time,Non-binary,65+,45.27,43.22,1516.25,1651.01
2024-01,Ontario,Education,Part-time,Male,15-24,34.69,33.61,1071.86,1075.92
2024-01,Ontario,Education,Part-time,Male,25-34,17.56,17.69,553.12,539.17
2024-01,Ontario,Education,Part-time,Male,35-44,46.72,46.34,1750.26,1631.88
2024-01,Ontario,Education,Part-time,Male,45-54,39.68,39.32,1303.71,1403.02
2024-01,Ontario,Education,Part-time,Male,55-64,23.04,24.03,756.45,958.93
2024-01,Ontario,Education,Part-time,Male,65+,44.41,46.09,1342.78,1476.64
2024-01,Ontario,Education,Part-time,Female,15-24,40.49,40.0,1569.45,1391.39
2024-01,Ontario,Education,Part-time,Female,25-34,46.61,46.96,1843.81,1579.32
2024-01,Ontario,Education,Part-time,Female,35-44,46.33,44.97,1460.55,1509.94
2024-01,Ontario,Education,Part-time,Female,45-54,20.05,20.77,616.7,708.64
2024-01,Ontario,Education,Part-time,Female,55-64,23.57,24.6,894.74,738.12
2024-01,Ontario,Education,Part-time,Female,65+,46.23,46.92,1659.01,1600.67
2024-01,Ontario,Education,Part-time,Non-binary,15-24,20.2,19.55,781.29,765.21
2024-01,Ontario,Education,Part-time,Non-binary,25-34,41.87,41.72,1636.83,1409.84
2024-01,Ontario,Education,Part-time,Non-binary,35-44,27.78,26.7,1033.26,881.54
2024-01,Ontario,Education,Part-time,Non-binary,45-54,15.48,15.01,538.51,499.46
2024-01,Ontario,Education,Part-time,Non-binary,55-64,43.53,44.95,1687.86,1598.99
2024-01,Ontario,Education,Part-time,Non-binary,65+,24.49,24.74,800.4,919.13
2024-01,Ontario,Public Administration,Full-time,Male,15-24,20.38,20.3,620.0,678.6
2024-01,Ontario,Public Administration,Full-time,Male,25-34,32.64,32.14,1174.66,1023.11
2024-01,Ontario,Public Administration,Full-time,Male,35-44,22.52,22.8,823.44,800.99
2024-01,Ontario,Public Administration,Full-time,Male,45-54,39.78,40.8,1432.74,1322.97
2024-01,Ontario,Public Administration,Full-time,Male,55-64,27.5,27.86,834.67,977.9
2024-01,Ontario,Public Administration,Full-time,Male,65+,40.08,41.63,1589.2,1425.99
2024-01,Ontario,Public Administration,Full-time,Female,15-24,23.89,24.92,811.71,963.08
2024-01,Ontario,Public Administration,Full-time,Female,25-34,38.58,37.31,1386.26,1327.5
2024-01,Ontario,Public Administration,Full-time,Female,35-44,44.87,46.33,1679.46,1514.21
2024-01,Ontario,Public Administration,Full-time,Female,45-54,48.13,48.47,1472.82,1871.2
2024-01,Ontario,Public Administration,Full-time,Female,55-64,44.38,45.63,1723.48,1468.26
2024-01,Ontario,Public Administration,Full-time,Female,65+,21.33,20.4,710.58,668.74
2024-01,Ontario,Public Administration,Full-time,Non-binary,15-24,42.32,42.02,1525.74,1577.38
2024-01,Ontario,Public Administration,Full-time,Non-binary,25-34,32.53,32.86,1138.24,1297.96
2024-01,Ontario,Public Administration,Full-time,Non-binary,35-44,26.93,26.88,813.83,958.88
2024-01,Ontario,Public Administration,Full-time,Non-binary,45-54,22.21,22.97,867.95,815.35
2024-01,Ontario,Public Administration,Full-time,Non-binary,55-64,46.39,48.42,1844.01,1799.97
2024-01,Ontario,Public Administration,Full-time,Non-binary,65+,43.59,43.81,1510.34,1577.51
2024-01,Ontario,Public Administration,Part-time,Male,15-24,31.77,32.04,1220.13,1184.41
2024-01,Ontario,Public Administration,Part-time,Male,25-34,23.54,22.99,918.79,844.42
2024-01,Ontario,Public Administration,Part-time,Male,35-44,31.82,31.59,1069.7,1027.41
2024-01,Ontario,Public Administration,Part-time,Male,45-54,45.2,46.33,1407.94,1689.01
2024-01,Ontario,Public Administration,Part-time,Male,55-64,49.43,49.83,1545.4,1971.03
2024-01,Ontario,Public Administration,Part-time,Male,65+,25.92,26.6,951.9,860.96
2024-01,Ontario,Public Administration,Part-time,Female,15-24,23.44,22.59,905.71,846.13
2024-01,Ontario,Public Administration,Part-time,Female,25-34,31.11,30.9,1147.54,1226.57
2024-01,Ontario,Public Administration,Part-time,Female,35-44,30.78,31.47,1076.36,1185.48
2024-01,Ontario,Public Administration,Part-time,Female,45-54,23.97,23.91,723.79,734.08
2024-01,Ontario,Public Administration,Part-time,Female,55-64,19.59,19.77,718.77,624.71
2024-01,Ontario,Public Administration,Part-time,Female,65+,26.69,27.66,1028.22,844.16
2024-01,Ontario,Public Administration,Part-time,Non-binary,15-24,35.2,36.22,1201.24,1433.24
2024-01,Ontario,Public Administration,Part-time,Non-binary,25-34,35.35,37.04,1321.34,1323.19
2024-01,Ontario,Public Administration,Part-time,Non-binary,35-44,33.52,35.06,1157.98,1188.64
2024-01,Ontario,Public Administration,Part-time,Non-binary,45-54,47.21,48.08,1769.09,1457.31
2024-01,Ontario,Public Administration,Part-time,Non-binary,55-64,44.35,46.27,1567.85,1478.55
2024-01,Ontario,Public Administration,Part-time,Non-binary,65+,20.64,21.05,786.9,736.84
2024-01,Quebec,Agriculture,Full-time,Male,15-24,38.85,37.64,1369.95,1179.67
2024-01,Quebec,Agriculture,Full-time,Male,25-34,18.22,18.12,593.75,572.79
2024-01,Quebec,Agriculture,Full-time,Male,35-44,34.62,34.09,1283.98,1028.95
2024-01,Quebec,Agriculture,Full-time,Male,45-54,30.59,31.09,1195.75,1164.37
2024-01,Quebec,Agriculture,Full-time,Male,55-64,22.63,22.29,714.59,891.34
2024-01,Quebec,Agriculture,Full-time,Male,65+,17.17,17.38,540.16,637.11
2024-01,Quebec,Agriculture,Full-time,Female,15-24,48.11,48.0,1687.73,1653.28
2024-01,Quebec,Agriculture,Full-time,Female,25-34,15.99,16.45,546.1,584.98
2024-01,Quebec,Agriculture,Full-time,Female,35-44,29.35,30.54,1062.31,1216.42
2024-01,Quebec,Agriculture,Full-time,Female,45-54,21.95,21.73,850.66,819.12
2024-01,Quebec,Agriculture,Full-time,Female,55-64,35.62,36.83,1322.54,1185.48
2024-01,Quebec,Agriculture,Full-time,Female,65+,25.32,24.3,994.02,950.25
2024-01,Quebec,Agriculture,Full-time,Non-binary,15-24,47.27,47.84,1503.07,1629.88
2024-01,Quebec,Agriculture,Full-time,Non-binary,25-34,48.27,47.42,1919.54,1683.63
2024-01,Quebec,Agriculture,Full-time,Non-binary,35-44,18.39,18.3,692.36,628.4
2024-01,Quebec,Agriculture,Full-time,Non-binary,45-54,34.02,35.07,1177.51,1238.18
2024-01,Quebec,Agriculture,Full-time,Non-binary,55-64,36.4,34.79,1223.48,1152.62
2024-01,Quebec,Agriculture,Full-time,Non-binary,65+,49.68,51.55,1788.17,1796.89
2024-01,Quebec,Agriculture,Part-time,Male,15-24,25.84,26.99,893.91,1047.73
2024-01,Quebec,Agriculture,Part-time,Male,25-34,18.12,17.93,704.53,582.53
2024-01,Quebec,Agriculture,Part-time,Male,35-44,32.59,31.87,1026.56,1046.23
2024-01,Quebec,Agriculture,Part-time,Male,45-54,46.79,46.0,1739.16,1831.05
2024-01,Quebec,Agriculture,Part-time,Male,55-64,30.39,30.49,1117.43,989.99
2024-01,Quebec,Agriculture,Part-time,Male,65+,48.93,50.29,1542.93,1533.33
2024-01,Quebec,Agriculture,Part-time,Female,15-24,34.38,34.57,1223.99,1272.72
2024-01,Quebec,Agriculture,Part-time,Female,25-34,29.83,29.32,1183.4,899.57
2024-01,Quebec,Agriculture,Part-time,Female,35-44,22.56,23.35,726.27,777.66
2024-01,Quebec,Agriculture,Part-time,Female,45-54,28.31,27.14,940.39,957.26
2024-01,Quebec,Agriculture,Part-time,Female,55-64,21.33,21.85,762.81,809.47
2024-01,Quebec,Agriculture,Part-time,Female,65+,31.68,30.44,1217.16,1123.44
2024-01,Quebec,Agriculture,Part-time,Non-binary,15-24,32.89,31.59,1134.63,1210.14
2024-01,Quebec,Agriculture,Part-time,Non-binary,25-34,17.89,17.87,588.97,611.0
2024-01,Quebec,Agriculture,Part-time,Non-binary,35-44,15.17,14.89,591.21,517.34
2024-01,Quebec,Agriculture,Part-time,Non-binary,45-54,21.95,21.02,725.55,800.62
2024-01,Quebec,Agriculture,Part-time,Non-binary,55-64,23.58,22.63,919.16,690.29
2024-01,Quebec,Agriculture,Part-time,Non-binary,65+,30.7,32.21,1164.49,1043.32
2024-01,Quebec,Construction,Full-time,Male,15-24,29.64,30.84,1095.66,927.34
2024-01,Quebec,Construction,Full-time,Male,25-34,22.04,21.11,736.32,640.09
2024-01,Quebec,Construction,Full-time,Male,35-44,28.77,29.7,1134.16,980.4
2024-01,Quebec,Construction,Full-time,Male,45-54,23.38,23.03,862.91,707.35
2024-01,Quebec,Construction,Full-time,Male,55-64,15.68,15.12,529.07,597.11
2024-01,Quebec,Construction,Full-time,Male,65+,31.33,29.84,1100.37,942.8
2024-01,Quebec,Construction,Full-time,Female,15-24,19.38,20.26,655.77,805.84
2024-01,Quebec,Construction,Full-time,Female,25-34,25.52,25.83,819.74,977.14
2024-01,Quebec,Construction,Full-time,Female,35-44,16.86,17.59,643.61,675.97
2024-01,Quebec,Construction,Full-time,Female,45-54,46.71,44.63,1407.03,1377.79
2024-01,Quebec,Construction,Full-time,Female,55-64,29.73,30.22,966.04,1022.19
2024-01,Quebec,Construction,Full-time,Female,65+,46.75,46.74,1826.26,1793.25
2024-01,Quebec,Construction,Full-time,Non-binary,15-24,18.68,19.14,592.16,601.56
2024-01,Quebec,Construction,Full-time,Non-binary,25-34,35.06,33.81,1277.46,1213.9
2024-01,Quebec,Construction,Full-time,Non-binary,35-44,24.39,23.35,886.96,740.74
2024-01,Quebec,Construction,Full-time,Non-binary,45-54,43.85,42.26,1575.87,1510.68
2024-01,Quebec,Construction,Full-time,Non-binary,55-64,42.07,41.0,1284.43,1379.97
2024-01,Quebec,Construction,Full-time,Non-binary,65+,25.7,24.5,899.05,870.94
2024-01,Quebec,Construction,Part-time,Male,15-24,21.15,21.2,673.01,734.53
2024-01,Quebec,Construction,Part-time,Male,25-34,28.74,29.02,1035.78,1014.54
2024-01,Quebec,Construction,Part-time,Male,35-44,20.01,20.43,780.81,695.61
2024-01,Quebec,Construction,Part-time,Male,45-54,45.96,44.34,1758.73,1626.24
2024-01,Quebec,Construction,Part-time,Male,55-64,20.79,20.34,803.23,805.57
2024-01,Quebec,Construction,Part-time,Male,65+,30.29,29.85,951.13,1028.42
2024-01,Quebec,Construction,Part-time,Female,15-24,16.43,16.55,570.97,541.54
2024-01,Quebec,Construction,Part-time,Female,25-34,15.48,15.79,610.5,532.6
2024-01,Quebec,Construction,Part-time,Female,35-44,45.26,47.16,1693.19,1481.37
2024-01,Quebec,Construction,Part-time,Female,45-54,44.51,43.27,1481.62,1643.59
2024-01,Quebec,Construction,Part-time,Female,55-64,16.21,16.39,561.41,494.15
2024-01,Quebec,Construction,Part-time,Female,65+,49.68,48.24,1757.34,1688.82
2024-01,Quebec,Construction,Part-time,Non-binary,15-24,20.73,21.44,663.44,687.26
2024-01,Quebec,Construction,Part-time,Non-binary,25-34,19.17,18.6,674.77,612.58
2024-01,Quebec,Construction,Part-time,Non-binary,35-44,21.83,22.9,662.56,887.13
2024-01,Quebec,Construction,Part-time,Non-binary,45-54,17.08,17.46,551.04,595.8
2024-01,Quebec,Construction,Part-time,Non-binary,55-64,34.15,34.76,1170.19,1353.75
2024-01,Quebec,Construction,Part-time,Non-binary,65+,20.49,21.4,690.28,762.34
2024-01,Quebec,Manufacturing,Full-time,Male,15-24,22.35,22.77,689.52,754.54
2024-01,Quebec,Manufacturing,Full-time,Male,25-34,17.51,17.83,591.48,570.65
2024-01,Quebec,Manufacturing,Full-time,Male,35-44,30.91,31.44,1151.14,1192.69
2024-01,Quebec,Manufacturing,Full-time,Male,45-54,24.67,25.52,754.0,792.97
2024-01,Quebec,Manufacturing,Full-time,Male,55-64,25.75,25.15,888.2,821.94
2024-01,Quebec,Manufacturing,Full-time,Male,65+,41.82,41.19,1450.44,1488.62
2024-01,Quebec,Manufacturing,Full-time,Female,15-24,36.0,36.73,1127.25,1293.55
2024-01,Quebec,Manufacturing,Full-time,Female,25-34,16.02,15.59,505.18,469.98
2024-01,Quebec,Manufacturing,Full-time,Female,35-44,47.83,48.22,1621.17,1724.78
2024-01,Quebec,Manufacturing,Full-time,Female,45-54,26.12,24.87,984.59,940.93
2024-01,Quebec,Manufacturing,Full-time,Female,55-64,37.12,38.09,1291.86,1397.58
2024-01,Quebec,Manufacturing,Full-time,Female,65+,48.31,46.01,1554.77,1825.03
2024-01,Quebec,Manufacturing,Full-time,Non-binary,15-24,34.48,33.62,1216.16,1255.96
2024-01,Quebec,Manufacturing,Full-time,Non-binary,25-34,16.92,17.74,661.06,571.87
2024-01,Quebec,Manufacturing,Full-time,Non-binary,35-44,29.3,30.44,1139.6,1169.3
2024-01,Quebec,Manufacturing,Full-time,Non-binary,45-54,28.35,27.3,1084.43,888.04
2024-01,Quebec,Manufacturing,Full-time,Non-binary,55-64,19.78,18.84,705.32,629.11
2024-01,Quebec,Manufacturing,Full-time,Non-binary,65+,39.44,40.37,1186.91,1230.21
2024-01,Quebec,Manufacturing,Part-time,Male,15-24,31.56,31.91,1111.99,1250.44
2024-01,Quebec,Manufacturing,Part-time,Male,25-34,27.1,27.71,970.8,869.8
2024-01,Quebec,Manufacturing,Part-time,Male,35-44,41.36,41.56,1245.18,1624.29
2024-01,Quebec,Manufacturing,Part-time,Male,45-54,44.64,46.07,1752.49,1392.45
2024-01,Quebec,Manufacturing,Part-time,Male,55-64,36.51,34.71,1263.39,1153.89
2024-01,Quebec,Manufacturing,Part-time,Male,65+,49.55,51.7,1774.48,1651.54
2024-01,Quebec,Manufacturing,Part-time,Female,15-24,29.34,29.85,943.59,1038.35
2024-01,Quebec,Manufacturing,Part-time,Female,25-34,15.7,15.25,477.9,481.09
2024-01,Quebec,Manufacturing,Part-time,Female,35-44,43.24,41.95,1608.61,1627.3
2024-01,Quebec,Manufacturing,Part-time,Female,45-54,21.04,21.22,736.81,763.32
2024-01,Quebec,Manufacturing,Part-time,Female,55-64,43.52,43.83,1735.56,1380.02
2024-01,Quebec,Manufacturing,Part-time,Female,65+,31.98,31.15,1115.85,997.0
2024-01,Quebec,Manufacturing,Part-time,Non-binary,15-24,27.31,27.22,888.74,863.44
2024-01,Quebec,Manufacturing,Part-time,Non-binary,25-34,34.14,33.21,1140.11,1107.98
2024-01,Quebec,Manufacturing,Part-time,Non-binary,35-44,44.56,43.16,1475.17,1600.42
2024-01,Quebec,Manufacturing,Part-time,Non-binary,45-54,45.78,44.15,1772.26,1472.43
2024-01,Quebec,Manufacturing,Part-time,Non-binary,55-64,45.38,46.92,1800.13,1675.48
2024-01,Quebec,Manufacturing,Part-time,Non-binary,65+,32.94,33.17,1303.12,1058.23
2024-01,Quebec,Retail Trade,Full-time,Male,15-24,47.93,46.84,1843.72,1463.98
2024-01,Quebec,Retail Trade,Full-time,Male,25-34,44.48,43.04,1753.72,1613.03
2024-01,Quebec,Retail Trade,Full-time,Male,35-44,47.36,47.7,1618.1,1545.0
2024-01,Quebec,Retail Trade,Full-time,Male,45-54,31.95,30.69,1136.44,1185.89
2024-01,Quebec,Retail Trade,Full-time,Male,55-64,25.19,24.58,778.34,907.54
2024-01,Quebec,Retail Trade,Full-time,Male,65+,29.01,29.18,1149.2,890.94
2024-01,Quebec,Retail Trade,Full-time,Female,15-24,47.36,47.35,1505.13,1486.7
2024-01,Quebec,Retail Trade,Full-time,Female,25-34,35.69,34.78,1091.15,1122.43
2024-01,Quebec,Retail Trade,Full-time,Female,35-44,49.09,48.32,1876.01,1908.5
2024-01,Quebec,Retail Trade,Full-time,Female,45-54,21.44,21.67,645.2,698.7
2024-01,Quebec,Retail Trade,Full-time,Female,55-64,18.79,18.48,668.54,736.36
2024-01,Quebec,Retail Trade,Full-time,Female,65+,22.1,21.93,718.65,686.09
2024-01,Quebec,Retail Trade,Full-time,Non-binary,15-24,26.68,26.15,1049.77,841.22
2024-01,Quebec,Retail Trade,Full-time,Non-binary,25-34,47.86,49.05,1721.31,1696.7
2024-01,Quebec,Retail Trade,Full-time,Non-binary,35-44,36.32,35.14,1262.58,1334.73
2024-01,Quebec,Retail Trade,Full-time,Non-binary,45-54,27.7,26.32,949.86,835.21
2024-01,Quebec,Retail Trade,Full-time,Non-binary,55-64,31.23,32.48,1060.93,1210.82
2024-01,Quebec,Retail Trade,Full-time,Non-binary,65+,19.62,19.19,661.45,588.07
2024-01,Quebec,Retail Trade,Part-time,Male,15-24,26.47,25.31,893.05,876.58
2024-01,Quebec,Retail Trade,Part-time,Male,25-34,21.17,21.68,715.55,659.73
2024-01,Quebec,Retail Trade,Part-time,Male,35-44,48.35,48.89,1712.71,1480.29
2024-01,Quebec,Retail Trade,Part-time,Male,45-54,18.76,19.28,598.58,687.29
2024-01,Quebec,Retail Trade,Part-time,Male,55-64,38.08,38.95,1423.29,1471.72
2024-01,Quebec,Retail Trade,Part-time,Male,65+,36.52,36.42,1282.99,1388.18
2024-01,Quebec,Retail Trade,Part-time,Female,15-24,31.19,30.86,1213.82,1022.16
2024-01,Quebec,Retail Trade,Part-time,Female,25-34,44.86,45.08,1604.2,1609.1
2024-01,Quebec,Retail Trade,Part-time,Female,35-44,21.36,20.98,706.09,685.5
2024-01,Quebec,Retail Trade,Part-time,Female,45-54,48.84,50.92,1476.78,1966.65
2024-01,Quebec,Retail Trade,Part-time,Female,55-64,34.44,33.88,1355.49,1078.41
2024-01,Quebec,Retail Trade,Part-time,Female,65+,33.58,35.21,1132.11,1062.03
2024-01,Quebec,Retail Trade,Part-time,Non-binary,15-24,30.17,29.7,1065.67,1025.68
2024-01,Quebec,Retail Trade,Part-time,Non-binary,25-34,31.92,31.63,989.01,1156.97
2024-01,Quebec,Retail Trade,Part-time,Non-binary,35-44,42.94,41.67,1679.67,1326.1
2024-01,Quebec,Retail Trade,Part-time,Non-binary,45-54,18.38,17.51,699.94,537.03
2024-01,Quebec,Retail Trade,Part-time,Non-binary,55-64,22.53,21.58,757.59,805.53
2024-01,Quebec,Retail Trade,Part-time,Non-binary,65+,30.58,31.99,1103.05,1008.5
2024-01,Quebec,Transportation,Full-time,Male,15-24,36.86,35.66,1304.08,1327.11
2024-01,Quebec,Transportation,Full-time,Male,25-34,42.67,43.43,1499.52,1436.0
2024-01,Quebec,Transportation,Full-time,Male,35-44,48.23,48.71,1636.01,1870.84
2024-01,Quebec,Transportation,Full-time,Male,45-54,16.15,16.55,519.34,584.86
2024-01,Quebec,Transportation,Full-time,Male,55-64,42.69,44.31,1611.34,1573.67
2024-01,Quebec,Transportation,Full-time,Male,65+,39.47,39.85,1375.29,1538.05
2024-01,Quebec,Transportation,Full-time,Female,15-24,48.19,47.53,1712.31,1891.72
2024-01,Quebec,Transportation,Full-time,Female,25-34,34.29,34.89,1198.46,1287.36
2024-01,Quebec,Transportation,Full-time,Female,35-44,15.47,15.13,591.51,455.47
2024-01,Quebec,Transportation,Full-time,Female,45-54,32.33,33.66,1193.56,1065.66
2024-01,Quebec,Transportation,Full-time,Female,55-64,44.95,43.06,1508.85,1551.5
2024-01,Quebec,Transportation,Full-time,Female,65+,23.53,22.41,886.14,702.28
2024-01,Quebec,Transportation,Full-time,Non-binary,15-24,21.21,21.3,696.72,820.22
2024-01,Quebec,Transportation,Full-time,Non-binary,25-34,35.49,34.0,1092.93,1178.27
2024-01,Quebec,Transportation,Full-time,Non-binary,35-44,35.75,34.86,1395.42,1304.75
2024-01,Quebec,Transportation,Full-time,Non-binary,45-54,21.95,20.95,840.22,818.21
2024-01,Quebec,Transportation,Full-time,Non-binary,55-64,35.85,37.02,1305.77,1140.91
2024-01,Quebec,Transportation,Full-time,Non-binary,65+,39.15,41.1,1334.71,1290.75
2024-01,Quebec,Transportation,Part-time,Male,15-24,29.9,28.52,920.74,889.99
2024-01,Quebec,Transportation,Part-time,Male,25-34,15.68,15.05,583.54,601.1
2024-01,Quebec,Transportation,Part-time,Male,35-44,28.92,29.54,988.46,1059.84
2024-01,Quebec,Transportation,Part-time,Male,45-54,25.65,25.73,1023.58,956.37
2024-01,Quebec,Transportation,Part-time,Male,55-64,27.25,28.54,968.51,996.79
2024-01,Quebec,Transportation,Part-time,Male,65+,21.39,21.82,820.41,678.09
2024-01,Quebec,Transportation,Part-time,Female,15-24,23.99,24.74,730.98,782.13
2024-01,Quebec,Transportation,Part-time,Female,25-34,34.42,36.13,1097.8,1355.87
2024-01,Quebec,Transportation,Part-time,Female,35-44,34.77,35.02,1316.36,1367.49
2024-01,Quebec,Transportation,Part-time,Female,45-54,20.13,20.08,783.9,630.63
2024-01,Quebec,Transportation,Part-time,Female,55-64,38.67,36.87,1413.87,1460.93
2024-01,Quebec,Transportation,Part-time,Female,65+,38.36,39.07,1400.05,1387.02
2024-01,Quebec,Transportation,Part-time,Non-binary,15-24,20.92,20.3,724.76,715.33
2024-01,Quebec,Transportation,Part-time,Non-binary,25-34,35.53,35.93,1311.89,1120.31
2024-01,Quebec,Transportation,Part-time,Non-binary,35-44,20.84,21.08,627.08,637.14
2024-01,Quebec,Transportation,Part-time,Non-binary,45-54,17.87,17.34,636.93,547.75
2024-01,Quebec,Transportation,Part-time,Non-binary,55-64,23.33,22.37,777.13,757.19
2024-01,Quebec,Transportation,Part-time,Non-binary,65+,29.92,30.4,935.61,1169.91
2024-01,Quebec,Information Technology,Full-time,Male,15-24,34.51,35.18,1108.37,1226.99
2024-01,Quebec,Information Technology,Full-time,Male,25-34,18.53,18.75,609.61,628.53
2024-01,Quebec,Information Technology,Full-time,Male,35-44,31.19,32.28,1112.69,1073.19
2024-01,Quebec,Information Technology,Full-time,Male,45-54,15.76,15.58,586.07,552.74
2024-01,Quebec,Information Technology,Full-time,Male,55-64,29.46,30.14,898.84,1081.82
2024-01,Quebec,Information Technology,Full-time,Male,65+,27.23,26.91,1020.97,1019.38
2024-01,Quebec,Information Technology,Full-time,Female,15-24,43.93,44.29,1631.69,1638.56
2024-01,Quebec,Information Technology,Full-time,Female,25-34,17.79,17.81,594.89,600.31
2024-01,Quebec,Information Technology,Full-time,Female,35-44,45.16,43.08,1427.73,1457.47
2024-01,Quebec,Information Technology,Full-time,Female,45-54,32.96,32.03,1298.81,1234.68
2024-01,Quebec,Information Technology,Full-time,Female,55-64,15.98,15.92,521.03,622.95
2024-01,Quebec,Information Technology,Full-time,Female,65+,22.07,21.75,762.45,783.68
2024-01,Quebec,Information Technology,Full-time,Non-binary,15-24,29.04,28.47,1085.28,1102.46
2024-01,Quebec,Information Technology,Full-time,Non-binary,25-34,25.55,25.69,887.38,934.35
2024-01,Quebec,Information Technology,Full-time,Non-binary,35-44,40.75,39.1,1544.76,1275.87
2024-01,Quebec,Information Technology,Full-time,Non-binary,45-54,44.03,43.03,1493.02,1527.29
2024-01,Quebec,Information Technology,Full-time,Non-binary,55-64,41.1,42.05,1236.23,1544.49
2024-01,Quebec,Information Technology,Full-time,Non-binary,65+,27.59,26.22,892.13,793.77
2024-01,Quebec,Information Technology,Part-time,Male,15-24,44.6,43.38,1688.43,1332.01
2024-01,Quebec,Information Technology,Part-time,Male,25-34,36.32,34.88,1213.76,1311.28
2024-01,Quebec,Information Technology,Part-time,Male,35-44,48.43,50.34,1674.1,1826.96
2024-01,Quebec,Information Technology,Part-time,Male,45-54,33.14,32.02,1260.71,1146.33
